county,state,sq ki
,,
,,
Autauga,Alabama,1543.7
Baldwin,Alabama,4135
Barbour,Alabama,2292.1
Bibb,Alabama,1611.9
Blount,Alabama,1672.3
Bullock,Alabama,1618.9
Butler,Alabama,2012.3
Calhoun,Alabama,1576
Chambers,Alabama,1547.3
Cherokee,Alabama,1432.7
Chilton,Alabama,1797.6
Choctaw,Alabama,2366.2
Clarke,Alabama,3207.7
Clay,Alabama,1567.3
Cleburne,Alabama,1450.9
Coffee,Alabama,1759.1
Colbert,Alabama,1539.9
Conecuh,Alabama,2203.8
Coosa,Alabama,1690
Covington,Alabama,2679.9
Crenshaw,Alabama,1578.9
Cullman,Alabama,1912.7
Dale,Alabama,1453.3
Dallas,Alabama,2540.3
DeKalb,Alabama,2015
Elmore,Alabama,1609.9
Escambia,Alabama,2454
Etowah,Alabama,1385.2
Fayette,Alabama,1626
Franklin,Alabama,1646.4
Geneva,Alabama,1492.8
Greene,Alabama,1673
Hale,Alabama,1667.4
Henry,Alabama,1455.5
Houston,Alabama,1503.3
Jackson,Alabama,2794.1
Jefferson,Alabama,2881.8
Lamar,Alabama,1566.7
Lauderdale,Alabama,1734.1
Lawrence,Alabama,1796
Lee,Alabama,1576.8
Limestone,Alabama,1471.4
Lowndes,Alabama,1859.6
Macon,Alabama,1581.4
Madison,Alabama,2084.8
Marengo,Alabama,2530.7
Marion,Alabama,1920.4
Marshall,Alabama,1468.8
Mobile,Alabama,3194.4
Monroe,Alabama,2657.3
Montgomery,Alabama,2045.8
Morgan,Alabama,1508
Perry,Alabama,1863.6
Pickens,Alabama,2283
Pike,Alabama,1738.1
Randolph,Alabama,1505
Russell,Alabama,1660.5
St.,Alabama,1642
Shelby,Alabama,2058.8
Sumter,Alabama,2343.9
Talladega,Alabama,1915.6
Tallapoosa,Alabama,1859.7
Tuscaloosa,Alabama,3432.4
Walker,Alabama,2057.6
Washington,Alabama,2799.1
Wilcox,Alabama,2301.9
Winston,Alabama,1591.5
Aleutians,Alaska,18090.5
Aleutians,Alaska,11401.5
Anchorage,Alaska,4396.9
Bethel,Alaska,106416.4
Bristol,Alaska,1344.8
,,
Dillingham,Alaska,47829.3
Fairbanks,Alaska,19068.7
Haines,Alaska,6104.6
,,
Juneau,Alaska,6717.3
Kenai,Alaska,41644.4
Ketchikan,Alaska,3158.9
Kodiak,Alaska,16738.1
Lake,Alaska,61207.7
Matanuska-Susitna,Alaska,63956.5
Nome,Alaska,59602.5
North,Alaska,227558.7
Northwest,Alaska,92883.8
,,
Prince,Alaska,18970.4
Sitka,Alaska,7463
Skagway-Yakutat-Angoon,Alaska,33360.8
Southeast,Alaska,67324.7
Valdez-Cordova,Alaska,95688.5
Wade,Alaska,44351.4
Wrangell-Petersburg,Alaska,15044.1
Yukon-Koyukuk,Alaska,406944.1
Apache,Arizona,29022.7
Cochise,Arizona,15980.3
Coconino,Arizona,48223.5
Gila,Arizona,12349.3
Graham,Arizona,11990.8
Greenlee,Arizona,4784.1
La,Arizona,11653.9
Maricopa,Arizona,23838.5
Mohave,Arizona,34479.2
Navajo,Arizona,25780.3
Pima,Arizona,23794.3
Pinal,Arizona,13908.3
Santa,Arizona,3205.8
Yavapai,Arizona,21040
Yuma,Arizona,14282.4
Arkansas,Arkansas,2560.3
Ashley,Arkansas,2386.3
Baxter,Arkansas,1435.9
Benton,Arkansas,2184.2
Boone,Arkansas,1531.3
Bradley,Arkansas,1685.3
Calhoun,Arkansas,1627.4
Carroll,Arkansas,1641.5
Chicot,Arkansas,1668.1
Clark,Arkansas,2241.7
Clay,Arkansas,1655.9
Cleburne,Arkansas,1432.5
Cleveland,Arkansas,1548.2
Columbia,Arkansas,1984.4
Conway,Arkansas,1440.6
Craighead,Arkansas,1841
Crawford,Arkansas,1542.3
Crittenden,Arkansas,1581.2
Cross,Arkansas,1595.2
Dallas,Arkansas,1728.7
Desha,Arkansas,1981.4
Drew,Arkansas,2145.1
Faulkner,Arkansas,1676.7
Franklin,Arkansas,1578.9
Fulton,Arkansas,1601.2
Garland,Arkansas,1756.2
Grant,Arkansas,1636.4
Greene,Arkansas,1495.9
Hempstead,Arkansas,1887.7
Hot,Arkansas,1592.8
Howard,Arkansas,1521.5
Independence,Arkansas,1978.4
Izard,Arkansas,1504.1
Jackson,Arkansas,1641
Jefferson,Arkansas,2291.6
Johnson,Arkansas,1715.1
Lafayette,Arkansas,1363.7
Lawrence,Arkansas,1519.3
Lee,Arkansas,1558.4
Lincoln,Arkansas,1453.6
Little,Arkansas,1377.3
Logan,Arkansas,1838.7
Lonoke,Arkansas,1982.6
Madison,Arkansas,2167.7
Marion,Arkansas,1548.1
Miller,Arkansas,1616.3
Mississippi,Arkansas,2326.6
Monroe,Arkansas,1571.4
Montgomery,Arkansas,2022.7
Nevada,Arkansas,1605.8
Newton,Arkansas,2131.6
Ouachita,Arkansas,1897.2
Perry,Arkansas,1427
Phillips,Arkansas,1794.2
Pike,Arkansas,1561.9
Poinsett,Arkansas,1962.7
Polk,Arkansas,2226
Pope,Arkansas,2103
Prairie,Arkansas,1673.1
Pulaski,Arkansas,1996.8
Randolph,Arkansas,1688.3
St.,Arkansas,1641.8
Saline,Arkansas,1877.1
Scott,Arkansas,2315.3
Searcy,Arkansas,1728
Sebastian,Arkansas,1389.2
Sevier,Arkansas,1460.7
Sharp,Arkansas,1565.4
Stone,Arkansas,1571.2
Union,Arkansas,2691
Van,Arkansas,1842.9
Washington,Arkansas,2461.1
White,Arkansas,2678.4
Woodruff,Arkansas,1519.3
Yell,Arkansas,2403.2
Alameda,California,1910.1
Alpine,California,1913.1
Amador,California,1534.7
Butte,California,4246.6
Calaveras,California,2642.3
Colusa,California,2980.5
Contra,California,1865.5
Del,California,2610.4
El,California,4432.8
Fresno,California,15444.7
Glenn,California,3405.5
Humboldt,California,9253.5
Imperial,California,10813.4
Inyo,California,26397.5
Kern,California,21086.8
Kings,California,3598.8
Lake,California,3259.4
Lassen,California,11803.9
Los,California,10515.3
Madera,California,5538.5
Marin,California,1346.2
Mariposa,California,3758.6
Mendocino,California,9089
Merced,California,4995.8
Modoc,California,10215.9
Mono,California,7885.2
Monterey,California,8603.8
Napa,California,1952.5
Nevada,California,2480.3
Orange,California,2045.3
Placer,California,3637.4
Plumas,California,6614.8
Riverside,California,18669.1
Sacramento,California,2501.1
San,California,3597.9
San,California,51961.2
San,California,10889.6
San,California,121
San,California,3624.1
San,California,8558.7
San,California,1163.2
Santa,California,7092.6
Santa,California,3344.3
Santa,California,1154.3
Shasta,California,9804.8
Sierra,California,2469.4
Siskiyou,California,16284
Solano,California,2145
Sonoma,California,4082.4
Stanislaus,California,3870.9
Sutter,California,1561
Tehama,California,7643.2
Trinity,California,8233.3
Tulare,California,12495
Tuolumne,California,5790.3
Ventura,California,4781
Yolo,California,2622.2
Yuba,California,1632.9
Adams,Colorado,3087.3
Alamosa,Colorado,1872
Arapahoe,Colorado,2080.2
Archuleta,Colorado,3494.9
Baca,Colorado,6619.7
Bent,Colorado,3921.3
Boulder,Colorado,1923
,,
Chaffee,Colorado,2625
Cheyenne,Colorado,4614
Clear,Colorado,1024.2
Conejos,Colorado,3334.2
Costilla,Colorado,3177.9
Crowley,Colorado,2043.6
Custer,Colorado,1913.8
Delta,Colorado,2958.3
Denver,Colorado,397
Dolores,Colorado,2763.6
Douglas,Colorado,2176
Eagle,Colorado,4371.8
Elbert,Colorado,4793.8
El,Colorado,5508.1
Fremont,Colorado,3970.6
Garfield,Colorado,7634
Gilpin,Colorado,388.2
Grand,Colorado,4790.9
Gunnison,Colorado,8389.5
Hinsdale,Colorado,2895
Huerfano,Colorado,4120.3
Jackson,Colorado,4178.5
Jefferson,Colorado,2000.1
Kiowa,Colorado,4587.2
Kit,Colorado,5597
Lake,Colorado,976.2
La,Colorado,4382.5
Larimer,Colorado,6737.7
Las,Colorado,12362
Lincoln,Colorado,6698.4
Logan,Colorado,4762
Mesa,Colorado,8619.3
Mineral,Colorado,2268.4
Moffat,Colorado,12283.1
Montezuma,Colorado,5275.7
Montrose,Colorado,5803.5
Morgan,Colorado,3329.3
Otero,Colorado,3271
Ouray,Colorado,1404
Park,Colorado,5700.1
Phillips,Colorado,1781
Pitkin,Colorado,2512.8
Prowers,Colorado,4248.9
Pueblo,Colorado,6187
Rio,Colorado,8342.8
Rio,Colorado,2363.6
Routt,Colorado,6117
Saguache,Colorado,8206.8
San,Colorado,1003.5
San,Colorado,3332.1
Sedgwick,Colorado,1420
Summit,Colorado,1575.3
Teller,Colorado,1442.9
Washington,Colorado,6529.8
Weld,Colorado,10341.3
Yuma,Colorado,6128.3
Fairfield,Connecticut,1621
Hartford,Connecticut,1904.9
Litchfield,Connecticut,2382.8
Middlesex,Connecticut,956.4
New,Connecticut,1569
New,Connecticut,1725.1
Tolland,Connecticut,1062.1
Windham,Connecticut,1328.2
Kent,Delaware,1529.8
New,Delaware,1104.1
Sussex,Delaware,2428.5
District,Delaware,159.1
Alachua,Florida,2264.4
Baker,Florida,1515.8
Bay,Florida,1978.1
Bradford,Florida,759.3
Brevard,Florida,2637.9
Broward,Florida,3131
Calhoun,Florida,1469.5
Charlotte,Florida,1796.6
Citrus,Florida,1511.5
Clay,Florida,1557
Collier,Florida,5245.9
Columbia,Florida,2064.6
DeSoto,Florida,1650.7
Dixie,Florida,1823.5
Duval,Florida,2004.3
Escambia,Florida,1718.8
Flagler,Florida,1256.2
Franklin,Florida,1383
Gadsden,Florida,1336.9
Gilchrist,Florida,903.6
Glades,Florida,2003.4
Gulf,Florida,1463.5
Hamilton,Florida,1333.5
Hardee,Florida,1650.8
Hendry,Florida,2985.5
Hernando,Florida,1238.8
Highlands,Florida,2663.8
Hillsborough,Florida,2722.1
Holmes,Florida,1249.8
Indian,Florida,1303.4
Jackson,Florida,2371.9
Jefferson,Florida,1548.3
Lafayette,Florida,1405.9
Lake,Florida,2468.5
Lee,Florida,2081.3
Leon,Florida,1727
Levy,Florida,2896.8
Liberty,Florida,2165.1
Madison,Florida,1792.2
Manatee,Florida,1919.7
Marion,Florida,4089.6
Martin,Florida,1439.2
Dade,Florida,5036.7
Monroe,Florida,2582.9
Nassau,Florida,1687.7
Okaloosa,Florida,2423.7
Okeechobee,Florida,2005.5
Orange,Florida,2350.8
Osceola,Florida,3424
Palm,Florida,5268.9
Pasco,Florida,1929.5
Pinellas,Florida,725.6
Polk,Florida,4856.1
Putnam,Florida,1870.4
St.,Florida,1577.4
St.,Florida,1482.8
Santa,Florida,2631
Sarasota,Florida,1480.8
Seminole,Florida,798.3
Sumter,Florida,1413.3
Suwannee,Florida,1781.1
Taylor,Florida,2698.6
Union,Florida,622.4
Volusia,Florida,2864.2
Wakulla,Florida,1571.3
Walton,Florida,2739.4
Washington,Florida,1501.9
Appling,Georgia,1317.7
Atkinson,Georgia,875.7
Bacon,Georgia,738.1
Baker,Georgia,889
Baldwin,Georgia,669.5
Banks,Georgia,605.2
Barrow,Georgia,420.2
Bartow,Georgia,1191.1
Ben,Georgia,652.3
Berrien,Georgia,1171.9
Bibb,Georgia,647.5
Bleckley,Georgia,563.1
Brantley,Georgia,1151.1
Brooks,Georgia,1278.7
Bryan,Georgia,1144.1
Bulloch,Georgia,1767.9
Burke,Georgia,2151.1
Butts,Georgia,483.3
Calhoun,Georgia,725.7
Camden,Georgia,1631.6
Candler,Georgia,639.7
Carroll,Georgia,1293.1
Catoosa,Georgia,420.2
Charlton,Georgia,2022.3
Chatham,Georgia,1140.6
Chattahoochee,Georgia,644.4
Chattooga,Georgia,812.6
Cherokee,Georgia,1097.5
Clarke,Georgia,313
Clay,Georgia,505.6
Clayton,Georgia,369.5
Clinch,Georgia,2096.2
Cobb,Georgia,881.2
Coffee,Georgia,1551.7
Colquitt,Georgia,1430.5
Columbia,Georgia,751.2
Cook,Georgia,593.4
Coweta,Georgia,1147.5
Crawford,Georgia,842.1
Crisp,Georgia,709.2
Dade,Georgia,450.5
Dawson,Georgia,546.6
Decatur,Georgia,1545.8
De,Georgia,694.9
Dodge,Georgia,1296.7
Dooly,Georgia,1017.8
Dougherty,Georgia,853.9
Douglas,Georgia,516.2
Early,Georgia,1324.2
Echols,Georgia,1046.8
Effingham,Georgia,1241.9
Elbert,Georgia,955.2
Emanuel,Georgia,1776.6
Evans,Georgia,479.2
Fannin,Georgia,999.1
Fayette,Georgia,511.3
Floyd,Georgia,1329.4
Forsyth,Georgia,584.8
Franklin,Georgia,682
Fulton,Georgia,1369.3
Gilmer,Georgia,1105.2
Glascock,Georgia,373.5
Glynn,Georgia,1094
Gordon,Georgia,919.8
Grady,Georgia,1186.6
Greene,Georgia,1005.9
Gwinnett,Georgia,1121.1
Habersham,Georgia,720.6
Hall,Georgia,1019.6
Hancock,Georgia,1225.9
Haralson,Georgia,730.8
Harris,Georgia,1201.1
Hart,Georgia,601.5
Heard,Georgia,766.8
Henry,Georgia,835.8
Houston,Georgia,975.9
Irwin,Georgia,924.2
Jackson,Georgia,886.8
Jasper,Georgia,959.5
Jeff,Georgia,863.5
Jefferson,Georgia,1366.7
Jenkins,Georgia,906.1
Johnson,Georgia,788.5
Jones,Georgia,1019.9
Lamar,Georgia,478.7
Lanier,Georgia,483.9
Laurens,Georgia,2104.7
Lee,Georgia,921.5
Liberty,Georgia,1344.5
Lincoln,Georgia,546.8
Long,Georgia,1038.7
Lowndes,Georgia,1306
Lumpkin,Georgia,736.8
McDuffie,Georgia,672.9
McIntosh,Georgia,1122.7
Macon,Georgia,1044.6
Madison,Georgia,736.7
Marion,Georgia,950.7
Meriwether,Georgia,1303.7
Miller,Georgia,733.1
Mitchell,Georgia,1326.2
Monroe,Georgia,1024.8
Montgomery,Georgia,635.5
Morgan,Georgia,905.6
Murray,Georgia,892.1
Muscogee,Georgia,560.2
Newton,Georgia,716
Oconee,Georgia,481.1
Oglethorpe,Georgia,1142.6
Paulding,Georgia,812.1
Peach,Georgia,391.3
Pickens,Georgia,601.3
Pierce,Georgia,888.4
Pike,Georgia,565.8
Polk,Georgia,805.9
Pulaski,Georgia,640.8
Putnam,Georgia,892.3
Quitman,Georgia,392.5
Rabun,Georgia,961.1
Randolph,Georgia,1111.8
Richmond,Georgia,839.3
Rockdale,Georgia,338.5
Schley,Georgia,434.1
Screven,Georgia,1679.7
Seminole,Georgia,616.6
Spalding,Georgia,512.8
Stephens,Georgia,464.3
Stewart,Georgia,1188.1
Sumter,Georgia,1257
Talbot,Georgia,1018.5
Taliaferro,Georgia,506.1
Tattnall,Georgia,1252.9
Taylor,Georgia,977.7
Telfair,Georgia,1142.6
Terrell,Georgia,868.9
Thomas,Georgia,1420.5
Tift,Georgia,686.7
Toombs,Georgia,949.8
Towns,Georgia,431.3
Treutlen,Georgia,519.9
Troup,Georgia,1072.1
Turner,Georgia,741
Twiggs,Georgia,933.4
Union,Georgia,835.8
Upson,Georgia,843.1
Walker,Georgia,1155.9
Walton,Georgia,852.8
Ware,Georgia,2337.7
Warren,Georgia,739.6
Washington,Georgia,1762.4
Wayne,Georgia,1669.9
Webster,Georgia,542.7
Wheeler,Georgia,771.1
White,Georgia,625.8
Whitfield,Georgia,751.1
Wilcox,Georgia,985.2
Wilkes,Georgia,1220.9
Wilkinson,Georgia,1156.7
Worth,Georgia,1475.8
Hawaii,Hawaii,10433.1
Honolulu,Hawaii,1554.5
Kalawao,Hawaii,34.2
Kauai,Hawaii,1612.2
Maui,Hawaii,3002.5
Ada,Idaho,2732.6
Adams,Idaho,3534.5
Bannock,Idaho,2883.2
Bear,Idaho,2516
Benewah,Idaho,2009.9
Bingham,Idaho,5425.6
Blaine,Idaho,6850.3
Boise,Idaho,4927.5
Bonner,Idaho,4500.4
Bonneville,Idaho,4839.6
Boundary,Idaho,3286.2
Butte,Idaho,5783.3
Camas,Idaho,2784.3
Canyon,Idaho,1527.5
Caribou,Idaho,4574.2
Cassia,Idaho,6647.5
Clark,Idaho,4570.6
Clearwater,Idaho,6375.4
Custer,Idaho,12757.3
Elmore,Idaho,7971.4
Franklin,Idaho,1723.6
Fremont,Idaho,4835.1
Gem,Idaho,1457.1
Gooding,Idaho,1892.9
Idaho,Idaho,21976.6
Jefferson,Idaho,2836.4
Jerome,Idaho,1553.7
Kootenai,Idaho,3225.1
Latah,Idaho,2788.7
Lemhi,Idaho,11821.6
Lewis,Idaho,1240.8
Lincoln,Idaho,3122.5
Madison,Idaho,1221.3
Minidoka,Idaho,1967.6
Nez,Idaho,2199.2
Oneida,Idaho,3109.1
Owyhee,Idaho,19887
Payette,Idaho,1055.5
Power,Idaho,3640.7
Shoshone,Idaho,6822.1
Teton,Idaho,1166.5
Twin,Idaho,4986.1
Valley,Idaho,9526.5
Washington,Idaho,3772
Adams,Illinois,2218.9
Alexander,Illinois,612.3
Bond,Illinois,984.7
Boone,Illinois,728.8
Brown,Illinois,791.7
Bureau,Illinois,2249.7
Calhoun,Illinois,657.5
Carroll,Illinois,1150.6
Cass,Illinois,973.7
Champaign,Illinois,2582.7
Christian,Illinois,1836.5
Clark,Illinois,1299
Clay,Illinois,1215.4
Clinton,Illinois,1228.3
Coles,Illinois,1316.5
Cook,Illinois,2449.3
Crawford,Illinois,1148.8
Cumberland,Illinois,896.2
DeKalb,Illinois,1642.5
De,Illinois,1029.8
Douglas,Illinois,1079.7
Du,Illinois,866.2
Edgar,Illinois,1615.1
Edwards,Illinois,575.9
Effingham,Illinois,1239.9
Fayette,Illinois,1855.8
Ford,Illinois,1258.5
Franklin,Illinois,1067.3
Fulton,Illinois,2242.1
Gallatin,Illinois,838.5
Greene,Illinois,1406.7
Grundy,Illinois,1088.2
Hamilton,Illinois,1127.1
Hancock,Illinois,2058.2
Hardin,Illinois,461.9
Henderson,Illinois,981.2
Henry,Illinois,2132.2
Iroquois,Illinois,2891.8
Jackson,Illinois,1523.3
Jasper,Illinois,1280.6
Jefferson,Illinois,1479.1
Jersey,Illinois,956.3
Jo,Illinois,1557
Johnson,Illinois,896.2
Kane,Illinois,1348.6
Kankakee,Illinois,1754.7
Kendall,Illinois,830.5
Knox,Illinois,1855.3
Lake,Illinois,1159.8
La,Illinois,2939.8
Lawrence,Illinois,963.5
Lee,Illinois,1878.8
Livingston,Illinois,2703.5
Logan,Illinois,1601.1
McDonough,Illinois,1526.3
McHenry,Illinois,1564.7
McLean,Illinois,3065.6
Macon,Illinois,1503.6
Macoupin,Illinois,2236.9
Madison,Illinois,1877.9
Marion,Illinois,1482.2
Marshall,Illinois,1000
Mason,Illinois,1396
Massac,Illinois,619.1
Menard,Illinois,814
Mercer,Illinois,1453.1
Monroe,Illinois,1005.8
Montgomery,Illinois,1823
Morgan,Illinois,1473.2
Moultrie,Illinois,869.2
Ogle,Illinois,1965.5
Peoria,Illinois,1604.6
Perry,Illinois,1142.2
Piatt,Illinois,1139.7
Pike,Illinois,2150.6
Pope,Illinois,960.6
Pulaski,Illinois,520.1
Putnam,Illinois,413.9
Randolph,Illinois,1498.2
Richland,Illinois,932.8
Rock,Illinois,1105.4
St.,Illinois,1719.5
Saline,Illinois,992.8
Sangamon,Illinois,2248.8
Schuyler,Illinois,1132.8
Scott,Illinois,650
Shelby,Illinois,1964.6
Stark,Illinois,745.7
Stephenson,Illinois,1461.5
Tazewell,Illinois,1680.7
Union,Illinois,1077.9
Vermilion,Illinois,2328.7
Wabash,Illinois,578.8
Warren,Illinois,1405.3
Washington,Illinois,1457.3
Wayne,Illinois,1849.1
White,Illinois,1281.9
Whiteside,Illinois,1773.7
Will,Illinois,2168.5
Williamson,Illinois,1098.6
Winnebago,Illinois,1330.8
Woodford,Illinois,1367.6
Adams,Indiana,879
Allen,Indiana,1702.4
Bartholomew,Indiana,1053.8
Benton,Indiana,1052.4
Blackford,Indiana,427.7
Boone,Indiana,1094.9
Brown,Indiana,808.8
Carroll,Indiana,964.2
Cass,Indiana,1069.4
Clark,Indiana,971.7
Clay,Indiana,926.3
Clinton,Indiana,1049.3
Crawford,Indiana,791.8
Daviess,Indiana,1115.6
Dearborn,Indiana,790.6
Decatur,Indiana,965.1
De,Indiana,939.9
Delaware,Indiana,1018.7
Dubois,Indiana,1114
Elkhart,Indiana,1201.3
Fayette,Indiana,556.8
Floyd,Indiana,383.4
Fountain,Indiana,1024.9
Franklin,Indiana,999.8
Fulton,Indiana,954.5
Gibson,Indiana,1266.1
Grant,Indiana,1072.4
Greene,Indiana,1404.1
Hamilton,Indiana,1030.9
Hancock,Indiana,793
Harrison,Indiana,1256.8
Hendricks,Indiana,1057.8
Henry,Indiana,1017.8
Howard,Indiana,759.1
Huntington,Indiana,991
Jackson,Indiana,1319.2
Jasper,Indiana,1450.1
Jay,Indiana,993.7
Jefferson,Indiana,936
Jennings,Indiana,977.1
Johnson,Indiana,829.4
Knox,Indiana,1336.1
Kosciusko,Indiana,1392.2
Lagrange,Indiana,983.1
Lake,Indiana,1287.3
La,Indiana,1549.5
Lawrence,Indiana,1162.6
Madison,Indiana,1171.1
Marion,Indiana,1026.7
Marshall,Indiana,1150.7
Martin,Indiana,870.6
Miami,Indiana,973.2
Monroe,Indiana,1021.4
Montgomery,Indiana,1306.9
Morgan,Indiana,1052.8
Newton,Indiana,1040.9
Noble,Indiana,1064.8
Ohio,Indiana,224.6
Orange,Indiana,1034.8
Owen,Indiana,997.7
Parke,Indiana,1152.1
Perry,Indiana,987.9
Pike,Indiana,870.7
Porter,Indiana,1083.2
Posey,Indiana,1058.1
Pulaski,Indiana,1123.3
Putnam,Indiana,1244.1
Randolph,Indiana,1173
Ripley,Indiana,1156.1
Rush,Indiana,1057.6
St.,Indiana,1184.5
Scott,Indiana,493.1
Shelby,Indiana,1068.8
Spencer,Indiana,1032.7
Starke,Indiana,801.1
Steuben,Indiana,799.6
Sullivan,Indiana,1158.3
Switzerland,Indiana,572.9
Tippecanoe,Indiana,1294.6
Tipton,Indiana,674.5
Union,Indiana,418.4
Vanderburgh,Indiana,607.6
Vermillion,Indiana,665.4
Vigo,Indiana,1044.6
Wabash,Indiana,1070.2
Warren,Indiana,945.1
Warrick,Indiana,994.8
Washington,Indiana,1332.4
Wayne,Indiana,1045.3
Wells,Indiana,958.3
White,Indiana,1308.6
Whitley,Indiana,869
Adair,Iowa,1474.6
Adams,Iowa,1097
Allamakee,Iowa,1656.6
Appanoose,Iowa,1285.4
Audubon,Iowa,1147.8
Benton,Iowa,1855.6
Black,Iowa,1469.5
Boone,Iowa,1480.2
Bremer,Iowa,1134.3
